Date,NVDA US Equity,AVGO US Equity,TSM US Equity,GOOGL US Equity,000660 KS Equity,LRCX US Equity,6857 JP Equity,TSEM IT Equity,MSFT US Equity,LITE US Equity,AMD US Equity,FN US Equity,SNOW US Equity,MU US Equity,TSLA US Equity,9984 JP Equity,CRDO US Equity,ENR GR Equity,MPWR US Equity,2383 TT Equity,CLS CN Equity,META US Equity,AMZN US Equity
2022-09-30,6.45,4.4,4.4,5.2,4.65,5.22,6.85,1.26,6.1,1.0,7.09,3.41,0.0,4.92,5.62,3.81,0.0,4.34,3.56,5.09,4.75,7.61,3.79
2022-10-31,6.45,4.92,4.4,5.2,4.65,5.22,6.85,1.26,6.1,1.0,7.09,3.41,0.0,4.92,5.62,3.81,0.0,4.34,3.56,5.09,4.75,7.61,3.79
2022-11-30,6.45,4.92,4.4,5.2,4.65,5.22,6.85,1.26,6.1,1.0,7.09,3.41,0.0,4.92,5.62,3.81,0.0,4.34,3.56,5.09,4.75,7.61,3.79
2022-12-30,6.45,4.92,4.31,5.43,4.57,5.22,6.85,1.99,6.1,1.0,7.15,3.41,0.0,4.92,4.62,3.81,0.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-01-31,6.95,4.92,4.31,5.43,4.57,5.22,6.85,1.99,6.1,1.0,7.15,3.41,0.0,4.92,4.62,3.81,0.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-02-28,6.95,4.92,4.31,5.43,4.57,5.22,6.85,1.99,6.1,1.0,7.15,3.41,0.0,4.92,4.62,3.81,0.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-03-31,6.95,4.92,4.31,5.43,4.57,5.22,7.14,1.99,6.1,1.0,7.15,3.41,0.0,4.92,4.62,3.85,0.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-04-28,6.95,4.92,4.31,5.43,4.57,5.22,7.14,1.99,6.1,1.0,7.15,3.41,0.0,4.92,4.62,3.85,1.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-05-31,6.95,4.92,4.31,5.43,4.57,5.22,7.14,1.99,6.1,1.0,7.15,3.41,0.0,4.92,4.62,3.85,1.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-06-30,6.95,4.92,4.31,5.43,4.57,5.16,7.14,1.99,5.62,1.0,7.15,3.3,0.0,4.92,4.62,3.85,1.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-07-31,6.95,4.92,4.31,5.43,4.57,5.16,7.14,1.99,5.62,1.0,7.15,3.3,0.0,4.92,4.62,3.85,1.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-08-31,6.95,4.92,4.31,5.43,4.57,5.16,7.14,1.99,5.62,1.0,7.15,3.3,0.0,3.98,4.62,3.85,1.0,4.34,4.73,3.53,4.96,7.43,4.35
2023-09-29,6.95,4.92,4.31,5.43,4.57,5.16,7.14,1.99,5.62,1.0,7.15,3.3,0.0,3.98,4.62,3.85,1.0,3.82,4.73,3.53,4.96,7.43,4.35
2023-10-31,6.95,4.96,4.31,5.43,4.57,5.16,7.14,1.99,5.62,1.0,7.15,3.3,0.0,3.98,4.62,3.85,1.0,3.82,4.73,3.53,4.96,7.43,4.35
2023-11-30,6.95,4.96,4.31,5.43,4.57,5.16,7.14,1.99,5.62,1.0,7.15,3.3,0.0,3.98,4.62,3.85,1.0,3.82,4.73,3.53,4.96,7.43,4.35
2023-12-29,6.95,4.96,4.57,5.21,4.41,5.16,7.14,2.98,5.62,1.0,7.17,3.3,0.0,3.98,4.78,3.85,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-01-31,7.13,4.96,4.57,5.21,4.41,5.16,7.14,2.98,5.62,1.0,7.17,3.3,0.0,3.98,4.78,3.85,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-02-29,7.13,4.96,4.57,5.21,4.41,5.16,7.14,2.98,5.62,1.0,7.17,3.3,0.0,3.98,4.78,3.85,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-03-29,7.13,4.96,4.57,5.21,4.41,5.16,7.28,2.98,5.62,1.0,7.17,3.3,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-04-30,7.13,4.96,4.57,5.21,4.41,5.16,7.28,2.98,5.62,1.0,7.17,3.3,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-05-31,7.13,4.96,4.57,5.21,4.41,5.16,7.28,2.98,5.62,1.0,7.17,3.3,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-06-28,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-07-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-08-30,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-09-30,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-10-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-11-29,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.78,6.61,1.0,3.82,4.95,3.42,5.58,7.31,4.24
2024-12-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-01-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-02-28,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-03-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-04-30,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-05-30,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-06-30,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-07-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-08-29,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-09-30,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-10-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-11-28,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2025-12-31,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
2026-01-30,7.13,4.96,4.57,5.21,4.41,5.21,7.28,2.98,5.62,1.0,7.17,4.2,0.0,3.98,4.62,6.61,1.0,3.82,4.95,4.41,5.58,7.31,4.24
