Date,Ticker,Env_Score,Soc_Score,ESG_Score,Entreprise,Yahoo_Ticker,Return,ESG_Quartile,Cluster_KMeans,Cluster_DBSCAN,Year,Period
2023-04-30,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,0.0209119567583442,Q3,1,0,2023,post2020
2023-05-31,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,0.1434803728845883,Q3,1,0,2023,post2020
2023-06-30,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,0.08110796675057,Q3,1,0,2023,post2020
2023-07-31,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,0.0254678739635265,Q3,1,0,2023,post2020
2023-08-31,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,0.0323907994336623,Q3,1,0,2023,post2020
2023-09-30,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,-0.078907268992859,Q3,1,0,2023,post2020
2023-10-31,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,0.0469634476268063,Q3,1,0,2023,post2020
2023-11-30,AMZN US Equity,4.35,2.96,4.32,Amazon,AMZN,0.0976782655173829,Q3,1,0,2023,post2020
2023-12-31,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.0400438513940761,Q3,1,0,2023,post2020
2024-01-31,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.0214558013324577,Q3,1,0,2024,post2020
2024-02-29,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.1389175127740745,Q3,1,0,2024,post2020
2024-03-31,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.0204798058863742,Q3,1,0,2024,post2020
2024-04-30,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,-0.029825949313549,Q3,1,0,2024,post2020
2024-05-31,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.0082285853794643,Q3,1,0,2024,post2020
2024-06-30,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.0952731655293201,Q3,1,0,2024,post2020
2024-07-31,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,-0.0324450415133813,Q3,1,0,2024,post2020
2024-08-31,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,-0.0453524222981363,Q3,1,0,2024,post2020
2024-09-30,AMZN US Equity,4.24,2.99,4.36,Amazon,AMZN,0.0438655564764969,Q3,1,0,2024,post2020
